9789887487500,投资者养成指南（一）,https://img1.doubanio.com/view/subject/l/public/s33733757.jpg,张志雄,,金融,香港萬里路出版社,我这么多年的市场与投资者教育经验告诉我，真正践行价值投资的人一定是极少数的。我就采取高门槛的方式，做一份价值投资通讯。如果我的价值投资实践是正确的，那么 这个高门槛与投资收益相比，就无足轻重。如果失败了，那我也没必要欺世盗名，乖乖 地把公司关门，自己该干嘛干嘛。,2021-12-21 15:33:45,2021-12-21 15:33:45
9787564202675,金融随机分析（共2册）,https://img1.doubanio.com/view/subject/l/public/s3689449.jpg,史蒂文E.施里夫,陈启宏,金融,上海财经大学出版社,《金融随机分析(共2卷)》是《金融随机分析》的第2卷，《金融随机分析》全书共分两卷。第一卷主要包括随机分析的基础性知识以及离散时问模型，利用较简单的离散时间二叉树模型给出了无套利期权定价方法；虽只用到简单的数学，但其中涉及的风险中性定价的概念卜分深刻。第二卷主要介绍连续时问模型及其在金融学中的应用；其中包含了较为实际的、具有很强操作性的定量经济学内容，同时也包含了较为完整的随机分析理论。全书各章均有评注和习题。,2021-12-21 15:33:52,2021-12-21 15:33:52
9787301301616,证券法学（第四版）,https://img2.doubanio.com/view/subject/l/public/s33305452.jpg,朱锦清,,金融,北京大学出版社,朱锦清，男，1956年4月出生。1984年3月至1987年8月，在北京大学法律系任教，为系里开创了农业法课程。1986年提为法学讲师。1987年8月至1993年8月，在美国读书，先后取得明尼苏达大学、耶鲁大学和纽约大学法学院的法学硕士学位；访问过密西根大学和哈佛大学等法学院；先后四个暑假在丹佛、纽约和华盛顿特区的多家律师事务所工作，从事公司与诉讼实践。1990年，因写作比赛获胜而荣任纽约大学《国际法与国际政治》杂志编辑；1991年春，进入该校的法学博士（S.J.D.）计划。1993年9月至1994年8月，在美国新泽西联邦地区法院担任法官文书，起草了大量判词。这些判词已经成为美国判例法的有机组成部分。1994年9月至1995年8月，从事诉讼实践，多次出庭，与美国一流的律师唇枪舌剑、针锋相对，从不示弱。1995年9月至1997年10月，在华尔街律师事务所...,2021-12-21 15:33:59,2021-12-21 15:33:59
9780071592536,Security Analysis,https://img9.doubanio.com/view/subject/l/public/s3997174.jpg,BenjaminGraham,,金融,McGraw-Hill,《证券分析(第6版)》在长达70年的时间里共发行了5版，计有百万册，充当了无数美国最杰出投资家的启蒙教程，加上本杰明·格雷厄姆与戴维·多德两人在华尔街创下的不朽业绩，使得《证券分析》一书成为投资方面不史以来最有影响力的著作。从它于1934年问世以来，至今仍是人们最为关注的书籍，被誉为投资者的圣经。这部著作是华尔街的经典，也是奠定格雷厄姆声誉的里程碑。书中第一次阐述了寻找“物美价廉”的股票和债券的方法，这些方法在格雷厄姆去世后20年依然适用。,2021-12-21 15:34:07,2021-12-21 15:34:07
9787300258232,金融经济学二十五讲,https://img9.doubanio.com/view/subject/l/public/s29841814.jpg,徐高,,金融,中国人民大学出版社,《金融经济学二十五讲》是作者在北京大学数年讲授金融学课程所结出的果实。本书主要内容由均衡资产定价、无套利资产定价以及金融摩擦三部分组成，涉及现代金融经济学的所有重要方面。本书以本科生能接受的数学程度，平易近人地介绍了现代金融学理论的核心内容，并尤其注重透视理论背后的金融学思想，揭示了现代金融理论体系中澎湃的生命律动。本书的最大特点是运用了适用于本科生程度的数学工具，既不太过简单，也不太过专业，填补了市场同类教材的空白。本书既可作为本科生程度读者的金融学入门教材，也对研究生或MBA程度的读者有参考意义。,2021-12-21 15:34:13,2021-12-21 15:34:13
9787111367512,公司理财,https://img1.doubanio.com/view/subject/l/public/s27258139.jpg,[美]斯蒂芬A.罗斯,吴世农,金融,机械工业出版社,斯蒂芬A.罗斯、伦道夫W.威斯特菲尔德、杰弗利F.杰富编写的《公司理财(原书第9版)》分8篇，共31章，涵盖了公司财务管理的所有问题，包括资产定价、投资决策、融资工具和筹资决策、资本结构和股利分配政策、长期财务规划和短期财务管理、收购兼并、国际理财和财务困境等，并且新增了股票和债券的内容。    《公司理财(原书第9版)》篇章结构十分精妙、逻辑严密、内容新颖、资料翔实、易教易学，既适合作为商学院MBA、财务管理和金融管理本科生、研究生的教科书，又适合作为财务和投资专业人士、大学相关教师和研究人员的必读名著或参考书。,2021-12-21 15:34:22,2021-12-21 15:34:22
9787302190264,期权、期货和其他衍生品,https://img2.doubanio.com/view/subject/l/public/s7627862.jpg,[加拿大]约翰·C·赫尔,,金融,清华大学出版社,《期权、期货和其他衍生品(第6版)》是一本在西方金融界广泛流传的名著，被誉为“华尔街的圣经”。衍生品理论在现代金融学中占有核心地位。衍生品理论（尤其是期权定价理论）的提出，不但建立了金融经济学的基本理论框架，而且在理论的指导下推动了期货、期权、互换等市场的发展，使金融在全球范围内发展到今天如此巨大的规模。《期权、期货和其他衍生品（第六版）》全面系统地讲解了衍生品定价与金融风险管理的基本理论和方法。在本版中，作者不仅增加了一些新内容，而且对一些议题和章节进行了重新编写，使全文更易于阅读和讲解。通过阅读《期权、期货和其他衍生品（第六版）》，读者可以系统掌握现代金融学的核心理论和基本方法，尤其是对有志于学习金融工程和投身于资本市场业务的人来说，是非常有价值的。,2021-12-21 15:34:29,2021-12-21 15:34:29
9780387401010,Stochastic Calculus for Finance II,https://img1.doubanio.com/view/subject/l/public/s27267918.jpg,StevenE.Shreve,,金融,Springer,在线阅读本书,2021-12-21 15:34:36,2021-12-21 15:34:36
9780273759072,"Options, Futures and Other Derivatives",https://img1.doubanio.com/view/subject/l/public/s29546128.jpg,JohnHull,,金融,PearsonEducation,"For undergraduate and graduate courses in derivatives, options and futures, financial engineering, financial mathematics, and risk management.  Bridge the gap between theory and practice. This title is a Pearson Global Edition.  The Editorial team at Pearson has worked closely with educators around the world to include content which is especially relevant to students outside th...",2021-12-21 15:34:43,2021-12-21 15:34:43
9781435715752,A Practical Guide To Quantitative Finance Interviews,https://img2.doubanio.com/view/subject/l/public/s29621223.jpg,XinfengZhou,,金融,Lulu.com,This book will prepare you for quantitative finance interviews by helping you zero in on the key concepts that are frequently tested in such interviews. In this book we analyze solutions to more than 200 real interview problems and provide valuable insights into how to ace quantitative interviews. The book covers a variety of topics that you are likely to encounter in quantitat...,2021-12-21 15:34:49,2021-12-21 15:34:49
9787111488569,期权投资策略（原书第5版）,https://img2.doubanio.com/view/subject/l/public/s28028292.jpg,[美]劳伦斯G.麦克米伦,王琦,金融,机械工业出版社,作为全球最出色的期权交易员和分析家，麦克米伦写作的这本书是期权交易策略大全，包含最新的期权交易工具与各种策略方法。对于专业交易者与投资者来说，这是一部必读的好书。书中涵盖数百种经过时间与市场考验的交易技巧，让你承受最低的风险，实现既定的投资目标。除此之外，本书还提供了许多例子，引导你真正了解“何者可行”“何者不可行”，以及“为什么”。《金融期货与期权丛书：期权投资策略（原书第5版）》在全新修订的第5版中包括了许多成熟技术和实战检验过的策略，能够有效地对众多创新期权进行投资。你可以学习到以下内容。系统地介绍了期货和期权的波动率衍生品。深入解释了应用宽基指数看跌期权或波动率看涨期权的组合保护技术。新增或更新的案例和图表。更新的策略技术，包括合成的跨式、铁鹰式价差、后式套利、看跌期权比率价差和双向跨期价差等。,2021-12-21 15:34:55,2021-12-21 15:34:55
