9787227066965,成为海子果的爸爸,https://img1.doubanio.com/view/subject/l/public/s29595659.jpg,海海,,散文,黄河出版传媒集团宁夏人民出版社,这是一本写给女儿的书。“很多人见过花开，却无意花开是树在多么长久里守护着的梦想，那殷红的一片不是颜色，而是每一丝阳光在春天里一笔笔图画的最灿烂的想象。”,2021-12-26 10:53:47,2021-12-26 10:53:47
9787506014472,三毛·撒哈拉之恋,https://img1.doubanio.com/view/subject/l/public/s4354148.jpg,徐静波,,散文,东方出版社,12开精装铜版纸彩印为纪念著名台湾女作家三毛逝世十周年，东方出版社推出了一本印刷精美的大型纪念写真集《三毛·撒哈拉之恋》。该写真集由旅居日本的三毛著作代理人徐静波编著，共150余幅照片，大多是三毛生前精选后交给编者的，不少照片的背后还有三毛亲笔题写的说明。这些珍贵的照片反映了三毛从幼年逃学到留学德国、从浪迹撒哈拉到孀居台湾，以及访游祖国大陆直至逝世的人生全貌。其中30余幅三毛与丈夫荷西从恋爱到结婚的生活照，揭开了三毛浪漫婚恋之谜。该写真集还采用原版影印的方式，收录了7封三毛书信的手迹，从这些书信中可以窥视出她人生最后岁月和首次访问祖国大陆的真实心境。,2021-12-26 10:53:58,2021-12-26 10:53:58
9787550039780,天是真的,https://img2.doubanio.com/view/subject/l/public/s33853352.jpg,陈雨吟,,散文,百花洲文艺出版社,《天是真的》是作家陈雨吟的诗文作品集。该书主要由诗歌和散文两部分组成，并配有专属精美插画。哲理童话式的散文：从一个女孩的视角，透视在冷漠荒诞的成人社会中，追求人生价值的真实意义。通过不断的学习和领悟，追寻正义与真善美，不断寻找生命的“本真”。包含诗歌作品的辑二和辑三，分别采用抒情、反讽与意识流等写作手法， 展示色彩迥异的真实人性，以及对人性中真善美的追求与敬仰。分辑介绍：辑一：以耐人寻味童话般的散文串联成的故事章节，蕴含生活的哲理和天真的童趣。作者从天真的视角，透视成人社会的复杂与荒诞，追求纯净的初心，守护生命的“本真”。辑二：诗歌以抒情为主，不拘一格的作者放下了月亮的忧伤，选择了风清月白的方式，轻盈地与世界对话。辑三：诗歌通过意识流的写作手法表述了千姿百态的社会现状。作者犹如一只敏感而孤独的刺猬，洞穿真实独特的人性，进行深刻的剖析。,2021-12-26 10:54:09,2021-12-26 10:54:09
9787100110945,汪曾祺自选集,https://img1.doubanio.com/view/subject/l/public/s29606179.jpg,汪曾祺,,散文,商务印书馆,该书由当代著名作家汪曾祺先生生前亲力亲为自行筛选，主要是短篇小说，也包括汪曾祺的少量诗作和散文。汪老平生的精萃，大抵汇于此书。本书既是其本人最满意的一部自选集，也是对其心血之作的展示最全面的一部集子。这部汪老平生唯一的一部自选集，首次印刷出版于1987年，时由漓江出版社推出。时隔28年，可谓绝版珍本再现。汪曾祺的文风自出机杼，构筑了一个与沈从文的湘西类似的文学世界，但是地域格局更为宽广，而不局限于一地。他的笔下虽然也有时代，但是不追求文学意义上的崇高，文章里浓缩的都是小人物的喜怒哀乐。他写人活灵活现，写事栩栩如生，写民俗如身临其境，写饮食令人垂涎。他的语言流畅、口语化、不矫情，如同他的画，令人遐想的空间远远大于观者所见。他的文章是清澈的，内心是通透的，读他的文章，能够看到他对人世的洞察和他的天真有趣，如濯尘于清溪，毛骨清爽。,2021-12-26 10:54:21,2021-12-26 10:54:21
9787516820070,浮生如梦,https://img2.doubanio.com/view/subject/l/public/s29842892.jpg,梁实秋著,,散文,台海出版社,浮生如梦，我付出的却是真情。梁实秋女儿梁文茜授权版本。精选《雅舍》《谈话的艺术》《骂人的艺术》《馋》《北平的冬天》《想我的母亲》等58篇梁氏散文经典，幽默闲适，底蕴丰厚，一册在手，既可令人发笑，又可引人深思。精选32幅国画大师齐白石作品作为插画。齐白石的画简练生动， 质朴有趣，与梁实秋的风格可谓水乳交融。两位大师生活时代相近，有些画甚至能直接佐证梁实秋的文章，是大师之间的遥相呼应。最能领略梁实秋“学贯中西”、渊博典雅文风的版本。梁实秋的文章看似平易，却处处用典，稍不留神，就会错过。我们特邀青年作家苏辛为本书独家添加231条注释，帮大家读懂、读透文中典故，更深刻地理解一代文宗真正的博雅内涵。把人生看淡，却又认真生活；把生活看透，却又付出热爱。在急速变化的时代，守住内心的真与爱，是梁实秋告诉我们的美好生存之道。,2021-12-26 10:54:33,2021-12-26 10:54:33
9780060932237,Essays of E. B. White,https://img9.doubanio.com/view/subject/l/public/s2146425.jpg,[美国]埃尔文·布鲁克斯·怀特,,散文,HarperPerennialModernClassics,The classic collection by one of the greatest essayists of our time.,2021-12-26 10:54:46,2021-12-26 10:54:46
9787219107447,黄昏的诉说,https://img9.doubanio.com/view/subject/l/public/s33531734.jpg,[圣卢西亚]德里克·沃尔科特,刘志刚,散文,广西人民出版社,《黄昏的诉说》是诺贝尔文学奖得主沃尔科特的第一部散文集，精选了他二十余年间在《纽约书评》《新共和》等杂志上发表的多篇重要文章以及诺贝尔文学奖获奖演讲稿。在这些文章中，沃尔科特评论了现代一些著名文学家、诗人如海明威、休斯、洛威尔、布罗茨基、弗罗斯特、拉金等人的作品，充分展现了他作为诗人的艺术理念与深刻观察。更为重要的是，这些文章集中反映了他对加勒比地区后殖民文学与文化感人而深刻的审视，呈现了他对自己诗歌、戏剧创作的总结和思考，对我们深入理解沃尔科特及其迷宫一般的诗歌具有极为重要的价值。沃尔科特的文章与他的诗作一样，意象繁复，气势恢宏，融汇了西方古典与现代、“旧世界”与新大陆诸多文化元素，这部散文集如同一轴集优雅、简洁和辉煌于一体的画卷，沃尔科特在他所展开的每一个主题中，都融入了抒情的力量和融合的智慧，这使他成为我们这个时代一个极为重要的诗歌声音。,2021-12-26 10:54:57,2021-12-26 10:54:57
9780141183046,The Book of Disquiet,https://img9.doubanio.com/view/subject/l/public/s1498976.jpg,FernandoPessoa,RICHARDZenith,散文,PenguinClassics,"Fernando Pessoa was many writers in one. The Portuguese author attributed his work to literary alter egos that he called ""heteronyms,"" each of which had a fully developed identity. When Pessoa died, he left behind a trunk filled with disorderly scraps of unpublished poems and unfinished works, among which was  The Book of Disquiet . Published for the first time some fifty years...",2021-12-26 10:55:08,2021-12-26 10:55:08
9787020009855,野草,https://img9.doubanio.com/view/subject/l/public/s3270645.jpg,鲁迅,,散文,人民文学出版社,鲁迅原名周樟寿，字豫山，后改名周树人，字豫才，浙江绍兴人。少年时代在家塾学习诗书经传，喜欢野史杂录和民间绘画艺术。1898年就读于洋务派创办的南京江南水师学堂，数月后重考入江南陆师学堂附设的路矿学堂，开始接触新学。1902年到日本留学。4月入弘文学院，1904年4月结业，6月入仙台医学专门学校。这一时期开始参加各种民族民主革命活动，广泛涉猎西方近代科学文艺书刊。最早的一篇译述文章《斯巴达之魂》前半部分发表于l903年6月在日本出版的《浙江潮》第5期(后半部分载于第9期)；同年在东京出版了第一本翻译科幻小说《月界旅行》。1906年弃医学文，希望以文艺改造国民精神。筹办文艺杂志《新生》，未果，转而在《河南》杂志发表《人之历史》、《摩罗诗力说》、《文化偏重论》等重要论文。与周作人合译《域外小说集》第一集，1909年出版。1909年夏回国，先后在杭州浙江两级...,2021-12-26 10:55:21,2021-12-26 10:55:21
9787539549477,小太阳,https://img1.doubanio.com/view/subject/l/public/s27986077.jpg,林良,,散文,福建少年儿童出版社,一对父母、三个女儿和一只狗——一个平凡的家庭，在林良浅白、幽默又充满感性的笔触里，成了风靡台湾文坛数十年、历久弥新的《小太阳》。《小太阳》再现一个平凡家庭十五年的日常生活，从第一篇到最后一篇，首位相隔十四年，是一本散文集，更是一本散文体小说。全书处处可见令人莞尔的神来之笔，平凡里见真情，淡泊中有深意，是读着心目中永远温暖的光源所在。读完这本书，能发现自己的家的可爱，更能爱自己的家。,2021-12-26 10:55:32,2021-12-26 10:55:32
9784087803778,开放区,https://img1.doubanio.com/view/subject/l/public/s6980988.jpg,木村拓哉,,散文,集英社,"连载于杂志「MYOJO」1995年6月号~2003年5月号增加,订正而成",2021-12-26 10:55:44,2021-12-26 10:55:44
