9787020036073,红楼梦(上下),https://img2.doubanio.com/view/subject/l/public/s1873561.jpg,"曹雪芹,高鹗",,名著,人民文学出版社,《红楼梦(上下)(大学生必读)》可供不同专业的大学生阅读收藏。,2021-12-27 23:36:18,2021-12-27 23:36:18
9787534000096,世界文学名著连环画 欧美部分（全十册）,https://img2.doubanio.com/view/subject/l/public/s1152481.jpg,荷马,,名著,浙江人民美术出版社,软精装，雷德祖，朱植人，魏新燕，黄云松，孙愚等绘，一页两图或一图，每册均有400多页，一共包括50部欧美的世界文学名著，具有很强的可读性及收藏价值。,2021-12-27 23:36:29,2021-12-27 23:36:29
,战争与和平（第三卷）,https://img3.doubanio.com/view/subject/l/public/s7046490.jpg,[俄]列夫·托尔斯泰,高植,名著,上海译文出版社,,2021-12-27 23:36:40,2021-12-27 23:36:40
9787533902896,乱世佳人,https://img1.doubanio.com/view/subject/l/public/s3235929.jpg,[美国]玛格丽特·米切尔,黄怀仁,名著,浙江文艺出版社,美国女作家玛格丽特以一本《飘》倾倒亿万读者，并在世界文坛上占有重要地位。玛格丽特一生只写了一本书，这本书让她扬名天下。《飘》的书名取自美国诗人欧内斯特·道森的诗句“随风而去” (Gonewiththewind)。从1936年书出版之日起，这本以美国南北战争为背景的浪漫史，便打破当时所有出版纪录，1937年获得普利策奖。小说被翻译成数十种文字，流行世界，畅销不衰。,2021-12-27 23:36:59,2021-12-27 23:36:59
9787020015023,红楼梦,https://img2.doubanio.com/view/subject/l/public/s2804201.jpg,[清]曹雪芹,中国艺术研究院红楼梦研究所校注,名著,人民文学出版社,曹雪芹，是中国文学史上最伟大也是最复杂的作家，《红楼梦》也是中国文学史上最伟大而又最复杂的作品。,2021-12-27 23:37:21,2021-12-27 23:37:21
9787534001062,世界文学名著连环画（亚非部分全五册）,https://img9.doubanio.com/view/subject/l/public/s3933585.jpg,宗文龙,,名著,浙江人民美术出版社,本书是世界文学名著连环画的简装本。这套书，是一部由引人兴趣，到引人深读原著的好书。该书以世界文学发展史为线索，精选了各国享有声誉作家的代表著作，生动的图画，精炼的文章，把世界名著的文学性、艺术性、知识性融合在一起，是一套让人通过看图认识世界文学的好书。《世界文学名著连环画》亚非部分全书分5册，气势恢弘，包括了埃及、印度、中国、朝鲜、日本等国家最著名的文学名著，由著名画家操刀力作，是《世界文学名著连环画》欧美部分（10册）的姊妹篇。具有非常高的艺术和收藏价值。,2021-12-27 23:37:32,2021-12-27 23:37:32
,红楼梦,https://img1.doubanio.com/view/subject/l/public/s3634947.jpg,曹雪芹,,名著,人民文学出版社,本书是一部具有高度思想性和高度艺术性的伟大作品，从本书反映的思想倾向来看，作者具有初步的民主主义思想，他对现实社会包括宫廷及官场的黑暗，封建贵族阶级及其家庭的腐朽，封建的科举制度、婚姻制度、奴婢制度、等级制度，以及与此相适应的社会统治思想即孔孟之道和程朱理学、社会道德观念等等，都进行了深刻的批判并且提出了朦胧的带有初步民主主义性质的理想和主张。这些理想和主张正是当时正在滋长的资本主义经济萌芽因素的曲折反映。,2021-12-27 23:37:54,2021-12-27 23:37:54
9787532536887,红楼梦,https://img1.doubanio.com/view/subject/l/public/s6774839.jpg,曹雪芹,,名著,上海古籍出版社,《红楼梦》是我国古代四大名著之一，属章回体长篇小说，成书于1784年（清乾隆帝四十九年）。梦觉主人序本正式题为《红楼梦》，它的原名《石头记》、《情僧录》、《风月宝鉴》、《金陵十二钗》等。是我国古代最伟大的长篇小说，也是世界文学经典巨著之一。作者曹雪芹。现通行的续作是由高鹗续全的一百二十回《红楼梦》。书中以贾、史、王、薛四大家族为背景，以贾宝玉、林黛玉爱情悲剧为主线，着重描写荣、宁两府由盛到衰的过程。全面地描写封建社会末世的人性世态及种种无法调和的矛盾。,2021-12-27 23:38:16,2021-12-27 23:38:16
9787533303228,红楼梦,https://img1.doubanio.com/view/subject/l/public/s27157167.jpg,[清]曹雪芹著,,名著,齐鲁书社,冯其庸作《前言——重论庚辰本》，上册有戴敦邦作彩图10幅、书影9件。脂砚斋评。,2021-12-27 23:38:38,2021-12-27 23:38:38
9787539658360,傅雷译品典藏,https://img9.doubanio.com/view/subject/l/public/s29449595.jpg,（法）罗曼·罗兰,傅雷,名著,安徽文艺出版社,罗曼·罗兰著的长篇小说《约翰·克利斯朵夫》写的是关于一个音乐天才与自身、与艺术以及与社会之间的斗争，追溯了一个德国音乐家在许多艺术斗争中演变的历程。主人公约翰·克利斯朵夫是一个充满矛盾和不协调的性格，一位满怀生命热情却又遭到敌对世界误解的极其诚恳的艺术家。爱德蒙·高斯称此书为20世纪的最高贵的小说作品。整个作品分为四册，相当于交响乐的四个乐章：第一册包括克利斯朵夫少年时代的生活（黎明，清晨，少年），描写他的感宫与感情的觉醒，在家庭与故乡那个小天地中的生活，——直到经过一个考验为止，在那个考验中他受了重大的创伤，可是对自己的使命突然得到了启示，知道英勇的受难与战斗便是他的命运。第二册（反抗，节场）所写的，是克利斯朵夫像年轻的齐格弗里德一样，天真，专横，过激，横冲直撞地去征讨当时的社会的与艺术的谎言，挥舞着唐·吉诃德式的长矛，去攻击骡大，小吏，磨坊...,2021-12-27 23:38:53,2021-12-27 23:38:53
9787807297208,脂砚斋批评本红楼梦,https://img2.doubanio.com/view/subject/l/public/s6182982.jpg,曹雪芹,,名著,凤凰出版社,"《脂砚斋批评本红楼梦(套装上下册)》在收录""庚辰本""、""甲戌本""、""己卯本""评语的同时，对其他抄本中不同于上述三本的评语，也选择性收录，力求完整展现脂砚斋评语的全貌。原书评语的分段，以空格标示。原书的眉批，插入相应正文，以""【眉批】""标示。所有评语，均用红色不同字体排印。摆在我们面前的这部《脂砚斋批评本红楼梦》，有两个显著特点。一是在小说正文方面，改变了各种脂评本残缺的不足，保持了小说的完整性，全书为120习。前80回，以带有脂砚斋批评的“庚辰本”为底本，对其中的缺失部分，选取其电版本加以补全；后40回，以“程甲本”为底本。全书力求保存作品的原貌，个别地方参校其他版本，吸收最新的研究成果。例如，“庚辰本”第三回题作“贾雨村夤缘复旧职，林黛玉抛父进都京”，而“甲戌本”为“金陵城起复贾雨村，荣国府收养林黛玉”，今通行本同“甲戌本”，我们便依据“甲戌本”，...",2021-12-27 23:39:16,2021-12-27 23:39:16
9787702003898,悲惨世界（全三册）,https://img3.doubanio.com/view/subject/l/public/s2009040.jpg,(法)雨果,李丹，方于,名著,人民文学出版社,只要因法律和习俗所造成的社会压近还存在一天，在文明鼎盛时期人为地把人间变成地狱并使人类与生俱来的幸运遭受不可避免的灾祸；只要本世纪的三个问题——贫穷使男子潦倒，饥饿使妇女堕落，黑暗使儿童赢弱——还得不到解决；只要在某些地区还能发生社会的毒害，换句话说，同时也是从更广的意义来说，只要这世界上还有愚昧和困苦，那么，和本书同一性质的作品都不会是无益的……,2021-12-27 23:39:33,2021-12-27 23:39:33
9787020002207,红楼梦,https://img1.doubanio.com/view/subject/l/public/s1070959.jpg,[清]曹雪芹著,,名著,人民文学出版社,《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主思想的萌动。结构宏大、情节委婉、细节精致，人物形象栩栩如生，声口毕现，堪称中国古代小说中的经 典。由红楼梦研究所校注、人民文学出版社出版的《红楼梦》以庚辰（1760）本《脂砚斋重评石头记》为底本，以甲戌（1754）本、已卯（1759）本、蒙古王府本、戚蓼生序本、舒元炜序本、郑振铎藏本、红楼梦稿本、列宁格勒藏本（俄藏本）、程甲本、程乙本等众多版本为参校本，是一个博采众长、非常适合大众阅读的本子；同时，对底本的重要修改，皆出校记，读者可因以了解《红楼梦》的不同版本状况。红学所的校注本已印行二十五年，其间1994年曾做过一次修订，又十几年过去，2008年推出修订第三版，体现了新的校注成果和科研成果。...,2021-12-27 23:39:48,2021-12-27 23:39:48
9787533301811,三国演义(全二册),https://img2.doubanio.com/view/subject/l/public/s27200342.jpg,[明]罗贯中著,,名著,齐鲁书社,齐鲁版名家批评“四大奇书”之一种。,2021-12-27 23:40:09,2021-12-27 23:40:09
9787532759217,悲惨世界（上、下）,https://img9.doubanio.com/view/subject/l/public/s26841794.jpg,[法]维克多·雨果,郑克鲁,名著,上海译文出版社,《悲惨世界》是法国著名小说家、诗人雨果的重要长篇小说。主人公让·瓦尔让为了养活姐姐的七个孩子偷了一片面包，被判五年苦役，十九年后才获释。受福来主教感化，重新做人，改名马德兰，开设工厂，成了富翁，还当上市长……全书犹如一部史诗，社会画面波澜壮阔，人物经历惊心动魄，情节曲折动人。,2021-12-27 23:40:23,2021-12-27 23:40:23
9787544704601,飘（上.下卷）,https://img2.doubanio.com/view/subject/l/public/s5885093.jpg,[美国]玛格丽特·米切尔,李美华,名著,译林出版社,小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环境的恶化，郝思嘉的叛逆个性越来越丰满，越鲜明，在一系列的的挫折中她改造了自我，改变了个人甚至整个家族的命运，成为时代时势造就的新女性的形象。作品在描绘人物生活与爱情的同时，勾勒出南北双方在政治，经济，文化各个层次的异同，具有浓厚的史诗风格，堪称美国历史转折时期的真实写照，同时也成为历久不衰的爱情经典。,2021-12-27 23:40:41,2021-12-27 23:40:41
9787560075860,基督山伯爵(套装全3册),https://img2.doubanio.com/view/subject/l/public/s3274441.jpg,[法国]大仲马,,名著,外语教学与研究出版社,一百多年以来，这个复仇的故事以其扣人心弦、跌宕起伏的情节吸引了难以计数的读者。远洋归来的代理船长邓蒂斯在婚礼上遭人陷害，从此在死牢里度过了14年的光阴。越狱之后，他找到了狱友所描述的基督山岛的宝藏，摇身变成了学识渊博、举止高雅的基督山伯爵，回到巴黎展开了一系列复仇……这是大仲马最优秀、最受人欢迎的通俗小说之一。小说通过青年水手唐代斯被告密而遭迫害，越狱后化名基督山伯爵报恩复仇的故事，揭露了法国七月王朝时期一些上层人物的罪恶发迹史，暴露了复辟王朝时期法国司法制度的黑暗，同时宣扬了大仲马所主张的社会哲理：赏善罚恶。 小说以引人入胜的故事情节和精湛完善的艺术技巧，博得了无数读者的青睐。小说出版后，在社会上引起了空前的轰动，被翻译成几十种文字出版，在法国和美国等西方国家多次被拍成电影。尽管这部小说问世已有一个半世纪之久，但它至今仍在世界各国流传不衰，被公认...,2021-12-27 23:40:57,2021-12-27 23:40:57
9787020070954,飘,https://img2.doubanio.com/view/subject/l/public/s7626051.jpg,[美]米切尔,戴侃,名著,人民文学出版社,《飘》(套装上下册)(Gone with the Wind)讲的是美国南部农场主杰拉尔德的女儿思嘉.奥哈拉虽然长得并不是很漂亮，却能迷倒不少男人，在很多的年轻男人当中，思嘉唯独钟情于阿希礼一人。但阿希礼却与梅兰妮结婚了。就在阿希礼结婚那天思嘉大发小姐脾气的时候，与瑞德相识，从此开始了两人曲折的爱情故事。思嘉是个自私自利的姑娘，一切事物的出发点都是为了占有，但她那种艰苦创业的精神也令人佩服，而瑞德为人不择手段，但他对思嘉的爱却是真诚的，实在的。世上本无完整的人，作者如此刻划人物，也正是本书的魅力所在。,2021-12-27 23:41:15,2021-12-27 23:41:15
9787020104253,契诃夫短篇小说选,https://img2.doubanio.com/view/subject/l/public/s28044911.jpg,[俄]契诃夫,汝龙,名著,人民文学出版社,契诃夫短篇小说选》收入作者脍炙人口的佳作，集中体现了作者的艺术风格。契诃夫的显著特色是他能够从最平常的现象中揭示生活本质。他高度淡化情节，只是截取平凡的日常生活片段，凭借精巧的艺术细节对生活和人物作真实描绘和刻画，从中展现重要的社会现象。但他不陷入日常生活的“泥沼”，恰恰相反，他的深刻的现实主义形象常常升华为富有哲理的象征。在展示人物内心世界方面，契诃夫不重于细致交待人物的心理活动过程，只求从人物的行为举止中看出其内心活动和变化。,2021-12-27 23:41:30,2021-12-27 23:41:30
9787010060187,红楼梦,https://img2.doubanio.com/view/subject/l/public/s1966381.jpg,曹雪芹著,,名著,人民出版社,红学家周汝昌汇校本《红楼梦》于2006年末由人民出版社出版。这本80回《红楼梦》是周汝昌历经56年，搜寻了现存的11种古本《红楼梦》，一字一句精校而成的。周汝昌认为，这一版本匡正了自清乾隆至今120回“曹雪芹、高鹗合著”通行本中的谬误，是接近曹雪芹原笔原貌的真本、善本。据介绍，通行本《红楼梦》的发端是清乾隆书商程伟元通过活字摆印、大量印刷、廉价发行的120回《红楼梦》。 周汝昌等一些《红楼梦》研究者认为，这个通行本是在清乾隆文化专制的背景下流布的，当时曹雪芹的《红楼梦》没有被全部禁毁，而是经过和珅安排改造、找写手高鹗对前80回“点窜原文”，对80回后全盘重写，把它变成一部单纯的“情书”。新中国成立后，《红楼梦》有两个通行本流传较广，一是1957年人民文学出版社出版的以程乙本为底本的120回《红楼梦》；二是1982年人民文学出版社出版的以庚辰本为底...,2021-12-27 23:41:53,2021-12-27 23:41:53
9787805200323,红楼梦,https://img9.doubanio.com/view/subject/l/public/s1707395.jpg,曹雪芹,,名著,岳麓书社,《红楼梦》是一部中国末期封建社会的百科全书。小说以上层贵族社会为中心图画，真实、生动地描写了十八世纪上半叶中国末期封建社会的全部生活，是这段历史生活的一面镜子和缩影，是中国古老封建社会已经无可挽回地走向崩溃的真实写照。《红楼梦》之所以成为“中国小说文学难以征服的顶峰”，不仅仅是因为它具有很高的思想价值，还在于它非凡的艺术成就。全书规模宏伟，结构严谨，人物生动，语言优美。此外还有一些明显的艺术特点值得后人品味、鉴赏。《红楼梦》一书，通过对“贾、史、王、薛”四大家族荣衰的描写，展示了广阔的社会生活视野，森罗万象，囊括了多姿多彩的世俗人情。人称《红楼梦》内蕴着一个时代的历史容量，是封建末世的百科全书。,2021-12-27 23:42:22,2021-12-27 23:42:22
9787020122172,骆驼祥子,https://img9.doubanio.com/view/subject/l/public/s29450276.jpg,老舍,,名著,人民文学出版社,为纪念老舍先生逝世五十周年，特别推出“老舍作品精选”丛书。从农村来到城市的破产青年农民祥子，渴望以自己的诚实劳动买一辆属于自己的洋车。凭着勤劳和坚韧的毅力，他用三年的时间省吃俭用，终于实现了这个理想，成为自食其力的上等车夫。但当时中国军阀混战的社会环境，不容他有丝毫的个人幻想，不到半年，车就在兵荒马乱中被逃兵掳走。祥子没有灰心，他依然倔强地从头开始。可还没有等他再买上车，所有的积蓄又被侦探敲诈一空，买车的梦想再次化作泡影。他又一次拉上自己的车，是以与虎妞的畸形婚姻为代价换来的。但好景不长，虎妞死于难产，祥子人车两空。至此，他的人生理想彻底破灭，再加上他心爱的女人小福子的自杀，吹熄了他心中最后的希望的火花，他开始游戏人生，吃喝嫖赌，变成一具失去灵魂的行尸走肉。《骆驼祥子》在老舍全部创作中是一座高峰，是老舍描写城市贫民悲剧命运的代表作，也是现代文学史...,2021-12-27 23:42:39,2021-12-27 23:42:39
9787540482992,高老头(傅雷先生诞辰110周年纪念精装珍藏版)(精),https://img1.doubanio.com/view/subject/l/public/s29635689.jpg,[法]巴尔扎克,傅雷,名著,湖南文艺出版社,小说以波旁王朝复辟时期的法国社会为背景，讲述了经商发家的高老头倾其心血抚养的两个女儿，婚后在上流社会生活方式的影响下榨取父亲的财产、损害父亲的尊严、折磨父亲的情感，直至其一无所有、身心交瘁而死。与此主线交织的是外省青年拉斯蒂涅闯入巴黎上流社会，认清其间种种诱惑与险恶的经历。巴尔扎克鸿篇巨制《人间喜剧》中的主要人物在这部小说中纷纷亮相，从而揭开了“人间喜剧”的序幕。,2021-12-27 23:42:50,2021-12-27 23:42:50
9787532753505,卡拉马佐夫兄弟,https://img2.doubanio.com/view/subject/l/public/s6385963.jpg,陀思妥耶夫斯基,荣如德,名著,上海译文出版社,《卡拉马佐夫兄弟》系19世纪俄国大文豪陀思妥耶夫斯基的代表作之一。《卡拉马佐夫兄弟》通过一桩真实的弑父案，描写老卡拉马佐夫同三个儿子即两代人之间的尖锐冲突。老卡拉马佐夫贪婪好色，独占妻子留给儿子们的遗产，并与长子德米特里为一个风流女子争风吃醋。一天黑夜，德米特里疑心自己的情人去跟老头儿幽会，便闯人家园，一怒之下，差点儿把老头儿砸死。他仓皇逃离后，躲在暗中装病的老卡拉马佐夫的私生子斯乜尔加科夫悄然杀死老爷，造成了一桩震惊全俄的扑朔迷离的血案，从而引发了一连串惊心动魄的事件。作品展示了一个错综复杂的社会家庭、道德和人性的悲剧，体现了作家一生的最高艺术成就。,2021-12-27 23:43:07,2021-12-27 23:43:07
9787532519248,红楼梦,https://img3.doubanio.com/view/subject/l/public/s1146630.jpg,曹雪芹,,名著,上海古籍出版社,《红楼梦》是中国古典小说举世公认的巅峰，是封建社会的百科全书，也是中华文化的结晶。二百多年来，深受广大读者的欢迎，历久而不衰。这次推出的豪华本《红楼梦》，心版本价值较高的程乙本为底本，并请著名红学家、作家蒋和森先生撰写了怎样读《红楼梦》的前言，著名画家刘旦宅先生创作了精美的插图。全书装帧典雅豪华，版式疏朗大方，既有很高的阅读收藏豪华，版式疏朗大方，既有很高的阅读收藏价值，又是馈赠亲友的最佳礼品。,2021-12-27 23:43:28,2021-12-27 23:43:28
